record_id,brand,country,region,plan_type,rate_per_min_myr,rate_fixed_per_min_myr,rate_per_sms_myr,country_code,access_code,plan_specific,notes,source_url,scraped_at
366,Tune Talk,San Marino,Other,postpaid,2.28,2.28,,378,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
367,Tune Talk,Sao Tome & Principe,Other,prepaid,0.48,15.0,,239,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
368,Tune Talk,Sao Tome & Principe,Other,postpaid,0.48,15.0,,239,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
369,Tune Talk,Saudi Arabia,Middle East,prepaid,0.75,1.0,,966,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
370,Tune Talk,Saudi Arabia,Middle East,postpaid,0.75,1.0,,966,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
371,Tune Talk,Senegal,Other,prepaid,0.35,2.28,,221,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
372,Tune Talk,Senegal,Other,postpaid,0.35,2.28,,221,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
373,Tune Talk,Serbia,Europe,prepaid,2.28,2.28,,381,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
374,Tune Talk,Serbia,Europe,postpaid,2.28,2.28,,381,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
375,Tune Talk,Seychelles,Other,prepaid,2.28,5.88,,248,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
376,Tune Talk,Seychelles,Other,postpaid,2.28,5.88,,248,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
377,Tune Talk,Sierra Leone,Other,prepaid,0.35,3.88,,232,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
378,Tune Talk,Sierra Leone,Other,postpaid,0.35,3.88,,232,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
379,Tune Talk,Singapore,Southeast Asia,prepaid,0.27,0.2,,65,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
380,Tune Talk,Singapore,Southeast Asia,postpaid,0.27,0.2,,65,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
381,Tune Talk,Slovakia,Europe,prepaid,0.75,0.88,,421,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
382,Tune Talk,Slovakia,Europe,postpaid,0.75,0.88,,421,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
383,Tune Talk,Slovenia,Europe,prepaid,3.88,3.88,,386,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
384,Tune Talk,Slovenia,Europe,postpaid,3.88,3.88,,386,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
385,Tune Talk,Solomon Island,Other,prepaid,0.28,15.0,,677,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
386,Tune Talk,Solomon Island,Other,postpaid,0.28,15.0,,677,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
387,Tune Talk,Somalia,Other,prepaid,2.28,2.28,,252,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
388,Tune Talk,Somalia,Other,postpaid,2.28,2.28,,252,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
389,Tune Talk,South Africa,Other,prepaid,1.25,2.28,,27,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
390,Tune Talk,South Africa,Other,postpaid,1.25,2.28,,27,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
391,Tune Talk,South Korea,East Asia,prepaid,0.35,0.18,,82,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
392,Tune Talk,South Korea,East Asia,postpaid,0.35,0.18,,82,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
393,Tune Talk,South Sudan,Other,prepaid,3.88,3.88,,249,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
394,Tune Talk,South Sudan,Other,postpaid,3.88,3.88,,249,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
395,Tune Talk,Spain,Europe,prepaid,0.75,2.28,,34,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
396,Tune Talk,Spain,Europe,postpaid,0.75,2.28,,34,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
397,Tune Talk,Sri Lanka,South Asia,prepaid,0.7,0.7,,94,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
398,Tune Talk,Sri Lanka,South Asia,postpaid,0.7,0.7,,94,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
399,Tune Talk,St. Helena,Other,prepaid,0.48,15.0,,290,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
400,Tune Talk,St. Helena,Other,postpaid,0.48,15.0,,290,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
401,Tune Talk,St. Kitts & Nevis,Other,prepaid,2.28,2.28,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
402,Tune Talk,St. Kitts & Nevis,Other,postpaid,2.28,2.28,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
403,Tune Talk,St. Lucia,Other,prepaid,0.48,2.28,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
404,Tune Talk,St. Lucia,Other,postpaid,0.48,2.28,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
405,Tune Talk,St. Maarten,Other,prepaid,2.28,2.28,,590,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
406,Tune Talk,St. Maarten,Other,postpaid,2.28,2.28,,590,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
407,Tune Talk,St. Pierre & Miquelon,Other,prepaid,0.48,3.88,,508,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
408,Tune Talk,St. Pierre & Miquelon,Other,postpaid,0.48,3.88,,508,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
409,Tune Talk,St. Vincent & Grenadines,Other,prepaid,0.48,2.28,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
410,Tune Talk,St. Vincent & Grenadines,Other,postpaid,0.48,2.28,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
411,Tune Talk,Sudan,Other,prepaid,0.75,2.28,,249,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
412,Tune Talk,Sudan,Other,postpaid,0.75,2.28,,249,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
413,Tune Talk,Suriname,Other,prepaid,2.28,2.28,,597,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
414,Tune Talk,Suriname,Other,postpaid,2.28,2.28,,597,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
415,Tune Talk,Swaziland,Other,prepaid,2.28,2.28,,268,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
416,Tune Talk,Swaziland,Other,postpaid,2.28,2.28,,268,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
417,Tune Talk,Sweden,Europe,prepaid,2.28,2.28,,46,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
418,Tune Talk,Sweden,Europe,postpaid,2.28,2.28,,46,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
419,Tune Talk,Switzerland,Europe,prepaid,5.88,2.28,,41,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
420,Tune Talk,Switzerland,Europe,postpaid,5.88,2.28,,41,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
421,Tune Talk,Syria,Other,prepaid,2.28,2.28,,963,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
422,Tune Talk,Syria,Other,postpaid,2.28,2.28,,963,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
423,Tune Talk,Taiwan,East Asia,prepaid,0.4,0.18,,886,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
424,Tune Talk,Taiwan,East Asia,postpaid,0.4,0.18,,886,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
425,Tune Talk,Tajikistan,Other,prepaid,0.75,2.28,,992,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
426,Tune Talk,Tajikistan,Other,postpaid,0.75,2.28,,992,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
427,Tune Talk,Tanzania,Other,prepaid,0.35,2.28,,255,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
428,Tune Talk,Tanzania,Other,postpaid,0.35,2.28,,255,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
429,Tune Talk,Tatarstan,Other,prepaid,0.48,2.28,,7,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
430,Tune Talk,Tatarstan,Other,postpaid,0.48,2.28,,7,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
431,Tune Talk,Thailand,Southeast Asia,prepaid,0.75,0.34,,66,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
432,Tune Talk,Thailand,Southeast Asia,postpaid,0.75,0.34,,66,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
433,Tune Talk,Timor Leste,Other,prepaid,1.25,2.28,,7,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
434,Tune Talk,Timor Leste,Other,postpaid,1.25,2.28,,7,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
435,Tune Talk,Tokelau,Other,prepaid,15.0,15.0,,690,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
436,Tune Talk,Tokelau,Other,postpaid,15.0,15.0,,690,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
437,Tune Talk,Tonga,Other,prepaid,0.48,7.88,,676,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
438,Tune Talk,Tonga,Other,postpaid,0.48,7.88,,676,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
439,Tune Talk,Trinidad & Tobago,Other,prepaid,2.28,2.28,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
440,Tune Talk,Trinidad & Tobago,Other,postpaid,2.28,2.28,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
441,Tune Talk,Tunisia,Middle East,prepaid,0.35,5.88,,216,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
442,Tune Talk,Tunisia,Middle East,postpaid,0.35,5.88,,216,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
443,Tune Talk,Turkey,Europe,prepaid,0.75,2.28,,90,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
444,Tune Talk,Turkey,Europe,postpaid,0.75,2.28,,90,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
445,Tune Talk,Turkmenistan,Other,prepaid,2.28,2.28,,993,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
446,Tune Talk,Turkmenistan,Other,postpaid,2.28,2.28,,993,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
447,Tune Talk,Turks & Caicos Islands,Other,prepaid,0.28,2.28,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
448,Tune Talk,Turks & Caicos Islands,Other,postpaid,0.28,2.28,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
449,Tune Talk,Tuvalu,Other,prepaid,0.48,15.0,,688,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
450,Tune Talk,Tuvalu,Other,postpaid,0.48,15.0,,688,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
451,Tune Talk,U.S Virgin Islands,Other,prepaid,0.28,0.28,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
452,Tune Talk,U.S Virgin Islands,Other,postpaid,0.28,0.28,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
453,Tune Talk,Uganda,Other,prepaid,1.25,2.28,,256,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
454,Tune Talk,Uganda,Other,postpaid,1.25,2.28,,256,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
455,Tune Talk,Ukraine,Europe,prepaid,2.28,2.28,,380,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
456,Tune Talk,Ukraine,Europe,postpaid,2.28,2.28,,380,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
457,Tune Talk,United Arab Emirates,Middle East,prepaid,1.25,1.01,,971,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
458,Tune Talk,United Arab Emirates,Middle East,postpaid,1.25,1.01,,971,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
459,Tune Talk,United Kingdom,Europe,prepaid,0.35,1.88,,44,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
460,Tune Talk,United Kingdom,Europe,postpaid,0.35,1.88,,44,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
461,Tune Talk,United States of America,North America,prepaid,0.35,0.45,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
462,Tune Talk,United States of America,North America,postpaid,0.35,0.45,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
463,Tune Talk,Uruguay,Other,prepaid,2.28,2.28,,598,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
464,Tune Talk,Uruguay,Other,postpaid,2.28,2.28,,598,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
465,Tune Talk,Uzbekistan,Other,prepaid,0.75,2.28,,998,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
466,Tune Talk,Uzbekistan,Other,postpaid,0.75,2.28,,998,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
467,Tune Talk,Vanuatu/New Hebrides,Other,prepaid,7.88,7.88,,678,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
468,Tune Talk,Vanuatu/New Hebrides,Other,postpaid,7.88,7.88,,678,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
469,Tune Talk,Vatican,Other,prepaid,0.48,0.48,,379,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
470,Tune Talk,Vatican,Other,postpaid,0.48,0.48,,379,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
471,Tune Talk,Venezula,Other,prepaid,0.75,2.28,,58,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
472,Tune Talk,Venezula,Other,postpaid,0.75,2.28,,58,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
473,Tune Talk,Vietnam,Southeast Asia,prepaid,0.75,0.3,,84,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
474,Tune Talk,Vietnam,Southeast Asia,postpaid,0.75,0.3,,84,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
475,Tune Talk,Wallis & Futuna Islands,Other,prepaid,2.28,2.28,,681,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
476,Tune Talk,Wallis & Futuna Islands,Other,postpaid,2.28,2.28,,681,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
477,Tune Talk,Yemen (+),Middle East,prepaid,0.35,2.28,,,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
478,Tune Talk,Yemen (+),Middle East,postpaid,0.35,2.28,,,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
479,Tune Talk,Zambia,Other,prepaid,0.75,3.88,,260,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
480,Tune Talk,Zambia,Other,postpaid,0.75,3.88,,260,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
481,Tune Talk,Zimbabwe,Other,prepaid,3.88,3.88,,263,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
482,Tune Talk,Zimbabwe,Other,postpaid,3.88,3.88,,263,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
